LocusID;stratum;Braker;Maker 1;Maker 2;Maker 3
AT5G37510;cellular organisms;1;1;1;1
AT4G35000;cellular organisms;1;1;1;1
AT5G14060;cellular organisms;1;1;1;1
AT5G14060;cellular organisms;1;1;1;1
AT4G34710;cellular organisms;1;1;1;1
AT4G34710;cellular organisms;1;1;1;1
AT5G05600;cellular organisms;1;1;1;1
AT5G40580;cellular organisms;1;1;1;1
AT5G40580;cellular organisms;1;1;1;1
AT5G40580;cellular organisms;1;1;1;1
AT5G41210;cellular organisms;1;0;1;1
AT5G01600;cellular organisms;1;0;1;0
AT4G01940;cellular organisms;1;1;1;1
AT3G14650;cellular organisms;1;1;0;1
AT5G64350;cellular organisms;1;1;1;1
AT4G24780;cellular organisms;1;1;1;1
AT4G24780;cellular organisms;1;1;1;1
AT1G64860;cellular organisms;1;1;1;1
AT1G64860;cellular organisms;1;1;1;1
AT3G01520;cellular organisms;1;1;1;1
AT1G68830;cellular organisms;1;1;1;1
AT3G17170;cellular organisms;1;1;1;0
AT4G13250;cellular organisms;1;1;1;1
AT4G13250;cellular organisms;1;1;1;1
AT1G24510;cellular organisms;1;1;1;1
AT1G24510;cellular organisms;1;1;1;1
AT4G33510;cellular organisms;1;0;1;1
AT4G33510;cellular organisms;1;0;1;1
AT5G51070;cellular organisms;1;1;1;1
AT2G24360;cellular organisms;1;1;0;1
AT1G74920;cellular organisms;1;1;1;1
AT1G74920;cellular organisms;1;1;1;1
AT4G00360;cellular organisms;1;1;1;1
AT4G39710;cellular organisms;1;1;1;1
AT4G39710;cellular organisms;1;1;1;1
AT2G21620;cellular organisms;1;0;1;1
AT2G21620;cellular organisms;1;0;1;1
AT5G52810;cellular organisms;1;0;1;1
AT1G21440;cellular organisms;1;1;1;1
AT5G66760;cellular organisms;1;1;1;1
AT3G58990;cellular organisms;1;0;1;1
AT2G38040;cellular organisms;1;1;1;1
AT2G38040;cellular organisms;1;1;1;1
AT2G47390;cellular organisms;1;1;1;1
AT4G12600;cellular organisms;0;0;1;1
AT4G12600;cellular organisms;0;0;1;1
AT4G39950;cellular organisms;1;0;1;0
AT1G01050;cellular organisms;1;1;1;1
AT2G30140;cellular organisms;1;0;0;0
AT2G30140;cellular organisms;1;0;0;0
AT4G22570;cellular organisms;1;1;1;0
AT4G04570;cellular organisms;1;1;1;1
AT4G04570;cellular organisms;1;1;1;1
AT2G43945;cellular organisms;1;1;1;1
AT3G14930;cellular organisms;1;1;1;1
AT3G14930;cellular organisms;1;1;1;1
AT3G14930;cellular organisms;1;1;1;1
AT3G62600;cellular organisms;1;1;1;1
AT1G79230;cellular organisms;1;1;1;1
AT1G79230;cellular organisms;1;1;1;1
AT1G79230;cellular organisms;1;1;1;1
AT1G79920;cellular organisms;1;0;0;1
AT1G79920;cellular organisms;1;0;0;1
AT3G03600;cellular organisms;1;1;1;1
AT5G35170;cellular organisms;1;1;1;1
AT5G35170;cellular organisms;1;1;1;1
AT3G28540;cellular organisms;1;0;0;1
AT3G28540;cellular organisms;1;0;0;1
AT2G35410;cellular organisms;1;1;1;1
AT3G56190;cellular organisms;1;1;1;0
AT3G56190;cellular organisms;1;1;1;0
AT3G10060;cellular organisms;1;1;1;1
AT3G50950;cellular organisms;0;1;0;0
AT3G50950;cellular organisms;0;1;0;0
AT4G13010;cellular organisms;1;1;1;1
AT5G51820;cellular organisms;1;1;1;1
AT2G27020;cellular organisms;1;1;1;1
AT5G45130;cellular organisms;1;1;1;1
AT1G10470;cellular organisms;1;1;1;1
AT3G02780;cellular organisms;1;1;1;1
AT4G23400;cellular organisms;1;1;1;1
AT3G57150;cellular organisms;1;1;1;1
AT3G62840;cellular organisms;1;0;1;1
AT3G62840;cellular organisms;1;0;1;1
AT5G27720;cellular organisms;1;1;1;1
AT2G17420;cellular organisms;1;1;1;1
AT1G56110;cellular organisms;1;1;1;1
AT2G40290;cellular organisms;0;0;0;0
AT2G40290;cellular organisms;0;0;0;0
AT2G40290;cellular organisms;0;0;0;0
AT3G59940;cellular organisms;1;0;1;1
AT1G20510;cellular organisms;1;0;0;1
AT1G20510;cellular organisms;1;0;0;1
AT2G29400;cellular organisms;1;1;1;1
AT3G27890;cellular organisms;1;1;1;1
AT5G08650;cellular organisms;1;1;1;1
AT4G39980;cellular organisms;1;1;1;1
AT2G14750;cellular organisms;1;1;1;1
AT2G35840;cellular organisms;1;0;0;0
AT2G35840;cellular organisms;1;0;0;0
AT2G35840;cellular organisms;1;0;0;0
AT5G52970;cellular organisms;1;1;1;1
AT4G34720;cellular organisms;0;0;1;1
AT1G06430;cellular organisms;0;1;1;1
AT1G12800;cellular organisms;1;1;1;1
AT2G44050;cellular organisms;1;1;1;1
AT3G57520;cellular organisms;1;1;1;1
AT3G57520;cellular organisms;1;1;1;1
AT3G57520;cellular organisms;1;1;1;1
AT2G04030;cellular organisms;1;1;1;1
AT2G04030;cellular organisms;1;1;1;1
AT4G14800;cellular organisms;1;1;1;1
AT4G14800;cellular organisms;1;1;1;1
AT3G02570;cellular organisms;1;1;1;1
AT5G14120;cellular organisms;1;1;1;1
AT4G32915;cellular organisms;1;1;1;1
AT2G44860;cellular organisms;1;1;1;1
AT2G44860;cellular organisms;1;1;1;1
AT5G05580;cellular organisms;1;0;1;1
AT5G05580;cellular organisms;1;0;1;1
AT2G21960;cellular organisms;1;1;1;1
AT2G47320;cellular organisms;1;0;1;0
AT1G13110;cellular organisms;1;0;0;0
AT5G48580;cellular organisms;1;1;1;1
AT2G35860;cellular organisms;1;1;1;1
AT2G39020;cellular organisms;1;1;1;1
AT3G10670;cellular organisms;1;1;1;1
AT3G23280;cellular organisms;1;1;1;1
AT3G23280;cellular organisms;1;1;1;1
AT1G79750;cellular organisms;1;0;1;1
AT5G66530;cellular organisms;1;1;1;1
AT5G66530;cellular organisms;1;1;1;1
AT3G02360;cellular organisms;1;1;1;1
AT3G02360;cellular organisms;1;1;1;1
AT1G74070;cellular organisms;1;1;1;1
AT4G19100;cellular organisms;1;1;1;1
AT3G51550;cellular organisms;1;1;1;1
AT5G66120;cellular organisms;1;1;1;1
AT5G66120;cellular organisms;1;1;1;1
AT1G79790;cellular organisms;1;1;1;1
AT1G79790;cellular organisms;1;1;1;1
AT1G72710;cellular organisms;1;1;1;1
AT1G06400;cellular organisms;1;1;1;1
AT3G51840;cellular organisms;1;1;1;1
AT1G63000;cellular organisms;1;1;1;1
AT2G30440;cellular organisms;1;1;1;1
AT1G75280;cellular organisms;1;1;0;1
AT4G29040;cellular organisms;1;1;1;1
AT3G27060;cellular organisms;1;1;1;1
AT5G19290;cellular organisms;1;1;1;1
AT2G29960;cellular organisms;1;1;1;1
AT2G29960;cellular organisms;1;1;1;1
AT1G48210;cellular organisms;1;1;0;1
AT1G48210;cellular organisms;1;1;0;1
AT2G47940;cellular organisms;1;1;1;1
AT2G47940;cellular organisms;1;1;1;1
AT2G40270;cellular organisms;0;1;0;0
AT2G40270;cellular organisms;0;1;0;0
AT3G44880;cellular organisms;1;1;1;1
AT2G21280;cellular organisms;1;1;1;1
AT1G09795;cellular organisms;1;1;1;1
AT1G77540;cellular organisms;1;1;1;1
AT2G26670;cellular organisms;1;1;1;1
AT5G06360;cellular organisms;1;1;1;1
AT3G11700;cellular organisms;1;1;1;1
AT3G12800;cellular organisms;1;1;0;1
AT2G05920;cellular organisms;1;1;1;1
AT3G10090;cellular organisms;0;1;1;1
AT5G62890;cellular organisms;1;1;1;1
AT5G62890;cellular organisms;1;1;1;1
AT5G62890;cellular organisms;1;1;1;1
AT5G62890;cellular organisms;1;1;1;1
AT1G65230;cellular organisms;1;1;1;1
AT5G49740;cellular organisms;1;1;0;1
AT5G11880;cellular organisms;1;1;1;1
AT4G00570;cellular organisms;1;1;1;1
AT3G17410;cellular organisms;1;1;1;1
AT1G06530;cellular organisms;1;1;1;1
AT5G03630;cellular organisms;1;1;1;1
AT5G57330;cellular organisms;1;1;1;1
AT5G15490;cellular organisms;1;1;1;1
AT5G48180;cellular organisms;1;1;1;1
AT4G39960;cellular organisms;1;0;1;1
AT3G54600;cellular organisms;1;1;1;1
AT2G23610;cellular organisms;1;1;0;1
AT3G11010;cellular organisms;1;0;0;0
AT2G06050;cellular organisms;1;1;1;1
AT2G06050;cellular organisms;1;1;1;1
AT2G06050;cellular organisms;1;1;1;1
AT1G47260;cellular organisms;1;1;1;1
AT2G30980;cellular organisms;1;1;1;1
AT4G35260;cellular organisms;1;1;1;1
AT1G50250;cellular organisms;1;0;1;1
AT3G09210;cellular organisms;1;1;1;1
AT1G31690;cellular organisms;1;1;0;0
AT2G20360;cellular organisms;1;1;1;1
AT5G62790;cellular organisms;1;1;1;1
AT5G62790;cellular organisms;1;1;1;1
AT1G17470;cellular organisms;1;1;1;1
AT1G17470;cellular organisms;1;1;1;1
AT3G11500;cellular organisms;1;1;1;1
AT4G23140;cellular organisms;1;0;0;0
AT4G23140;cellular organisms;1;0;0;0
AT5G17710;cellular organisms;1;1;1;1
AT5G17710;cellular organisms;1;1;1;1
AT2G47910;cellular organisms;1;1;1;0
AT2G47910;cellular organisms;1;1;1;0
AT5G08300;cellular organisms;1;1;1;1
AT5G50250;cellular organisms;1;1;1;1
AT4G33680;cellular organisms;1;0;1;1
AT1G69410;cellular organisms;1;1;1;1
AT3G55620;cellular organisms;1;1;1;1
AT4G11890;cellular organisms;1;1;1;1
AT4G11890;cellular organisms;1;1;1;1
AT4G11890;cellular organisms;1;1;1;1
AT4G11890;cellular organisms;1;1;1;1
AT3G53990;cellular organisms;1;1;1;1
AT1G32070;cellular organisms;1;1;1;1
AT1G32070;cellular organisms;1;1;1;1
AT1G32070;cellular organisms;1;1;1;1
AT3G10520;cellular organisms;1;1;1;1
AT2G34460;cellular organisms;1;1;1;1
AT2G09990;cellular organisms;1;1;1;1
AT1G19920;cellular organisms;1;1;1;1
AT3G47800;cellular organisms;1;1;1;1
AT4G15510;cellular organisms;1;1;1;1
AT4G15510;cellular organisms;1;1;1;1
AT4G15510;cellular organisms;1;1;1;1
AT3G53560;cellular organisms;1;0;0;0
AT1G36370;cellular organisms;1;1;1;1
AT3G16190;cellular organisms;1;1;1;1
AT2G20420;cellular organisms;1;1;1;1
AT3G55610;cellular organisms;1;1;1;1
AT3G55610;cellular organisms;1;1;1;1
AT5G13030;cellular organisms;1;0;1;0
AT3G25660;cellular organisms;1;1;1;0
AT1G20220;cellular organisms;0;0;0;1
AT2G32060;cellular organisms;0;0;1;0
AT2G32060;cellular organisms;0;0;1;0
AT2G32060;cellular organisms;0;0;1;0
AT5G56260;cellular organisms;1;1;1;1
AT1G01080;cellular organisms;1;1;1;1
AT1G01080;cellular organisms;1;1;1;1
AT3G50500;cellular organisms;1;1;1;1
AT3G50500;cellular organisms;1;1;1;1
AT4G10840;cellular organisms;1;1;1;1
AT4G10840;cellular organisms;1;1;1;1
AT4G26970;cellular organisms;1;1;1;1
AT3G16250;cellular organisms;1;1;1;1
AT5G65720;cellular organisms;1;1;1;1
AT5G65720;cellular organisms;1;1;1;1
AT1G35580;cellular organisms;1;1;0;1
AT1G35580;cellular organisms;1;1;0;1
AT1G35580;cellular organisms;1;1;0;1
AT4G37910;cellular organisms;1;0;1;1
AT1G19910;cellular organisms;1;1;1;1
AT1G50920;cellular organisms;1;1;1;1
AT3G06650;cellular organisms;1;1;1;1
AT3G19760;cellular organisms;1;1;1;1
AT1G78210;cellular organisms;1;1;1;1
AT3G11340;cellular organisms;1;1;1;1
AT4G23180;cellular organisms;1;0;0;0
AT3G58500;cellular organisms;1;1;1;1
AT5G19550;cellular organisms;1;1;1;1
AT1G29700;cellular organisms;1;1;1;1
AT5G52920;cellular organisms;1;1;1;1
AT1G51760;cellular organisms;1;1;0;0
AT1G28600;cellular organisms;1;0;0;1
AT1G28600;cellular organisms;1;0;0;1
AT4G38220;cellular organisms;1;1;1;1
AT4G38220;cellular organisms;1;1;1;1
AT2G23350;cellular organisms;1;1;1;1
AT5G64240;cellular organisms;1;1;1;1
AT5G64240;cellular organisms;1;1;1;1
AT1G49300;cellular organisms;1;1;1;1
AT1G49300;cellular organisms;1;1;1;1
AT4G14440;cellular organisms;1;1;1;1
AT3G04870;cellular organisms;1;1;1;1
AT3G04870;cellular organisms;1;1;1;1
AT3G63080;cellular organisms;1;0;1;1
AT3G16780;cellular organisms;1;1;1;1
AT2G22330;cellular organisms;1;0;1;1
AT3G11945;cellular organisms;1;1;1;1
AT3G11945;cellular organisms;1;1;1;1
AT2G35050;cellular organisms;1;1;1;1
AT1G60550;cellular organisms;1;1;1;1
AT4G30210;cellular organisms;1;1;1;1
AT4G30210;cellular organisms;1;1;1;1
AT5G24150;cellular organisms;1;0;1;1
AT5G24150;cellular organisms;1;0;1;1
AT2G46280;cellular organisms;0;0;0;0
AT2G46280;cellular organisms;0;0;0;0
AT2G46280;cellular organisms;0;0;0;0
AT3G11710;cellular organisms;1;1;1;1
AT4G18930;cellular organisms;1;1;1;1
AT3G26580;cellular organisms;1;0;1;1
AT4G16660;cellular organisms;1;1;1;1
AT4G37200;cellular organisms;1;1;0;0
AT1G52590;cellular organisms;1;1;1;0
AT1G04170;cellular organisms;1;1;1;0
AT1G24360;cellular organisms;1;0;1;1
AT4G37410;cellular organisms;1;1;0;1
AT3G59810;cellular organisms;1;1;1;1
AT5G35970;cellular organisms;1;1;1;1
AT3G10970;cellular organisms;1;1;1;1
AT3G10970;cellular organisms;1;1;1;1
AT3G10970;cellular organisms;1;1;1;1
AT4G38130;cellular organisms;1;1;1;0
AT4G38130;cellular organisms;1;1;1;0
AT4G24620;cellular organisms;1;1;1;1
AT4G24620;cellular organisms;1;1;1;1
AT1G53280;cellular organisms;1;1;1;1
AT1G48850;cellular organisms;1;1;1;1
AT1G48850;cellular organisms;1;1;1;1
AT1G48850;cellular organisms;1;1;1;1
AT3G51160;cellular organisms;1;1;1;1
AT2G04842;cellular organisms;1;1;1;0
AT1G02130;cellular organisms;1;0;1;1
AT1G21270;cellular organisms;1;1;1;1
AT3G01060;cellular organisms;1;1;1;1
AT3G01060;cellular organisms;1;1;1;1
AT3G01060;cellular organisms;1;1;1;1
AT4G29810;cellular organisms;1;0;0;0
AT4G29810;cellular organisms;1;0;0;0
AT4G29810;cellular organisms;1;0;0;0
AT3G53580;cellular organisms;1;1;1;1
AT3G57050;cellular organisms;0;0;1;1
AT3G57050;cellular organisms;0;0;1;1
AT3G57050;cellular organisms;0;0;1;1
AT3G44620;cellular organisms;1;1;1;0
AT3G44620;cellular organisms;1;1;1;0
AT3G63310;cellular organisms;1;1;1;1
AT2G36990;cellular organisms;1;1;1;1
AT2G01350;cellular organisms;1;1;1;1
AT2G01350;cellular organisms;1;1;1;1
AT2G01350;cellular organisms;1;1;1;1
AT2G01350;cellular organisms;1;1;1;1
AT4G30960;cellular organisms;1;1;1;1
AT5G58200;cellular organisms;1;0;1;1
AT5G58200;cellular organisms;1;0;1;1
AT3G58700;cellular organisms;1;1;1;1
AT1G54030;cellular organisms;1;1;1;1
AT3G17810;cellular organisms;1;1;1;0
AT3G23940;cellular organisms;1;1;1;1
AT3G23940;cellular organisms;1;1;1;1
AT3G07720;cellular organisms;1;1;1;1
AT4G35770;cellular organisms;1;1;1;1
AT5G47435;cellular organisms;1;1;1;1
AT5G47435;cellular organisms;1;1;1;1
AT3G14100;cellular organisms;1;1;1;1
AT1G79870;cellular organisms;1;0;1;1
AT1G79870;cellular organisms;1;0;1;1
AT1G54080;cellular organisms;1;1;1;1
AT1G54080;cellular organisms;1;1;1;1
AT2G34560;cellular organisms;1;1;1;1
AT2G34560;cellular organisms;1;1;1;1
AT1G12520;cellular organisms;1;1;1;1
AT1G12520;cellular organisms;1;1;1;1
AT2G26240;cellular organisms;1;0;0;0
AT1G80480;cellular organisms;1;1;1;1
AT5G40850;cellular organisms;1;1;1;1
AT5G40850;cellular organisms;1;1;1;1
AT2G16510;cellular organisms;1;1;0;1
AT5G26667;cellular organisms;1;1;1;1
AT5G26667;cellular organisms;1;1;1;1
AT5G26667;cellular organisms;1;1;1;1
AT1G53310;cellular organisms;1;1;1;1
AT1G53310;cellular organisms;1;1;1;1
AT1G53310;cellular organisms;1;1;1;1
AT2G42500;cellular organisms;1;1;1;1
AT2G42500;cellular organisms;1;1;1;1
AT2G42500;cellular organisms;1;1;1;1
AT5G44680;cellular organisms;1;1;1;1
AT2G25830;cellular organisms;1;1;1;1
AT3G13790;cellular organisms;1;1;1;1
AT3G13790;cellular organisms;1;1;1;1
AT4G30920;cellular organisms;1;1;1;1
AT3G14690;cellular organisms;1;1;1;1
AT4G18810;cellular organisms;1;1;1;1
AT4G18810;cellular organisms;1;1;1;1
AT3G63460;cellular organisms;1;1;1;1
AT3G63460;cellular organisms;1;1;1;1
AT3G63460;cellular organisms;1;1;1;1
AT3G56310;cellular organisms;1;1;1;1
AT2G46100;cellular organisms;1;1;1;1
AT4G26910;cellular organisms;1;1;1;1
AT4G26910;cellular organisms;1;1;1;1
AT4G26910;cellular organisms;1;1;1;1
AT5G02490;cellular organisms;1;1;1;0
AT4G33350;cellular organisms;1;1;1;1
AT4G33350;cellular organisms;1;1;1;1
AT4G01900;cellular organisms;1;1;1;1
AT3G44720;cellular organisms;1;1;1;1
AT5G12040;cellular organisms;1;1;1;1
AT5G12040;cellular organisms;1;1;1;1
AT1G45000;cellular organisms;1;1;1;1
AT1G45000;cellular organisms;1;1;1;1
AT5G47780;cellular organisms;1;1;1;1
AT2G21270;cellular organisms;1;1;1;1
AT2G21270;cellular organisms;1;1;1;1
AT2G21270;cellular organisms;1;1;1;1
AT5G11520;cellular organisms;1;1;1;1
AT5G19440;cellular organisms;1;1;1;1
AT5G60640;cellular organisms;1;1;1;1
AT5G60640;cellular organisms;1;1;1;1
AT5G60640;cellular organisms;1;1;1;1
AT1G64190;cellular organisms;1;1;1;1
AT5G11200;cellular organisms;1;1;0;1
AT5G11200;cellular organisms;1;1;0;1
AT5G11200;cellular organisms;1;1;0;1
AT2G33845;cellular organisms;1;1;1;1
AT1G28140;cellular organisms;1;1;1;1
AT5G42390;cellular organisms;1;1;1;1
AT3G26830;cellular organisms;1;0;0;0
AT5G11170;cellular organisms;1;0;0;1
AT5G11170;cellular organisms;1;0;0;1
AT3G14620;cellular organisms;1;1;0;1
AT4G34555;cellular organisms;1;1;1;1
AT5G22080;cellular organisms;1;1;1;1
AT5G22080;cellular organisms;1;1;1;1
AT1G08930;cellular organisms;1;0;1;1
AT1G08930;cellular organisms;1;0;1;1
AT5G56940;cellular organisms;1;1;1;1
AT5G59290;cellular organisms;1;1;1;1
AT5G59290;cellular organisms;1;1;1;1
AT1G52670;cellular organisms;1;1;1;1
AT4G20440;cellular organisms;1;1;1;1
AT4G20440;cellular organisms;1;1;1;1
AT4G20440;cellular organisms;1;1;1;1
AT4G20440;cellular organisms;1;1;1;1
AT1G71880;cellular organisms;1;0;0;1
AT5G20070;cellular organisms;1;1;1;1
AT5G42800;cellular organisms;1;1;1;1
AT1G16700;cellular organisms;1;0;1;0
AT2G01450;cellular organisms;1;1;1;1
AT2G01450;cellular organisms;1;1;1;1
AT2G01450;cellular organisms;1;1;1;1
AT2G01450;cellular organisms;1;1;1;1
AT2G47640;cellular organisms;1;1;1;1
AT2G47640;cellular organisms;1;1;1;1
AT2G47640;cellular organisms;1;1;1;1
AT2G47640;cellular organisms;1;1;1;1
AT5G28750;cellular organisms;1;1;1;1
AT5G63030;cellular organisms;1;1;1;1
AT2G33340;cellular organisms;1;1;1;1
AT2G33340;cellular organisms;1;1;1;1
AT2G33340;cellular organisms;1;1;1;1
AT5G64570;cellular organisms;1;1;1;1
AT1G77090;cellular organisms;1;1;1;1
AT2G36460;cellular organisms;1;1;1;1
AT2G36460;cellular organisms;1;1;1;1
AT2G04360;cellular organisms;1;1;1;1
AT2G22230;cellular organisms;1;1;1;1
AT3G23490;cellular organisms;1;1;1;1
AT4G04840;cellular organisms;1;0;1;1
AT2G44160;cellular organisms;1;1;1;1
AT5G06340;cellular organisms;1;1;1;1
AT1G31970;cellular organisms;1;1;1;1
AT5G01820;cellular organisms;1;1;0;1
AT4G18030;cellular organisms;1;1;1;1
AT1G07010;cellular organisms;1;1;1;1
AT2G30390;cellular organisms;0;1;0;1
AT2G30390;cellular organisms;0;1;0;1
AT4G17050;cellular organisms;1;1;1;1
AT5G45428;cellular organisms;1;1;1;1
AT5G45428;cellular organisms;1;1;1;1
AT1G04940;cellular organisms;1;0;0;1
AT3G18140;cellular organisms;1;1;1;1
AT3G18140;cellular organisms;1;1;1;1
AT5G58140;cellular organisms;1;1;1;1
AT5G58140;cellular organisms;1;1;1;1
AT5G58140;cellular organisms;1;1;1;1
AT5G58140;cellular organisms;1;1;1;1
AT4G14030;cellular organisms;1;0;0;1
AT4G14030;cellular organisms;1;0;0;1
AT4G16760;cellular organisms;1;1;1;1
AT4G16760;cellular organisms;1;1;1;1
AT3G12080;cellular organisms;1;1;1;1
AT3G12080;cellular organisms;1;1;1;1
AT2G24820;cellular organisms;1;1;1;1
AT5G58950;cellular organisms;1;1;0;1
AT5G20890;cellular organisms;1;1;1;1
AT4G09670;cellular organisms;1;1;1;1
AT1G22700;cellular organisms;1;1;1;1
AT1G22700;cellular organisms;1;1;1;1
AT1G22700;cellular organisms;1;1;1;1
AT5G48380;cellular organisms;1;1;1;1
AT2G31360;cellular organisms;1;1;1;1
AT5G20950;cellular organisms;1;1;1;1
AT5G20950;cellular organisms;1;1;1;1
AT5G25250;cellular organisms;1;1;1;1
AT1G31420;cellular organisms;1;1;1;1
AT1G31420;cellular organisms;1;1;1;1
AT4G12290;cellular organisms;1;1;1;1
AT1G64500;cellular organisms;1;1;1;1
AT2G44620;cellular organisms;1;1;1;1
AT1G04400;cellular organisms;1;1;1;1
AT1G04400;cellular organisms;1;1;1;1
AT3G46740;cellular organisms;1;1;1;1
AT1G06390;cellular organisms;1;1;0;0
AT1G06390;cellular organisms;1;1;0;0
AT1G69840;cellular organisms;1;0;1;1
AT1G69840;cellular organisms;1;0;1;1
AT1G69840;cellular organisms;1;0;1;1
AT1G69840;cellular organisms;1;0;1;1
AT1G69840;cellular organisms;1;0;1;1
AT1G69840;cellular organisms;1;0;1;1
AT1G69840;cellular organisms;1;0;1;1
AT3G45860;cellular organisms;1;1;0;1
AT1G10360;cellular organisms;1;1;0;1
AT5G53460;cellular organisms;1;0;1;1
AT5G53460;cellular organisms;1;0;1;1
AT5G53460;cellular organisms;1;0;1;1
AT2G43350;cellular organisms;1;1;1;1
AT2G43350;cellular organisms;1;1;1;1
AT3G21750;cellular organisms;1;1;0;1
AT3G55460;cellular organisms;1;1;1;1
AT1G30120;cellular organisms;1;1;1;1
AT1G62560;cellular organisms;1;0;0;1
AT4G13590;cellular organisms;1;1;1;1
AT4G13590;cellular organisms;1;1;1;1
AT1G02170;cellular organisms;1;0;1;0
AT4G27560;cellular organisms;1;0;0;1
AT5G35790;cellular organisms;1;1;1;1
AT5G52040;cellular organisms;1;1;1;1
AT5G52040;cellular organisms;1;1;1;1
AT3G24430;cellular organisms;1;1;0;1
AT1G32500;cellular organisms;1;1;1;1
AT2G03750;cellular organisms;1;0;0;1
AT2G01850;cellular organisms;1;1;1;1
AT1G02840;cellular organisms;1;1;1;1
AT1G02840;cellular organisms;1;1;1;1
AT1G02840;cellular organisms;1;1;1;1
AT1G52980;cellular organisms;1;1;1;1
AT5G52540;cellular organisms;1;1;1;1
AT1G18070;cellular organisms;1;0;0;1
AT1G18070;cellular organisms;1;0;0;1
AT1G18070;cellular organisms;1;0;0;1
AT2G37180;cellular organisms;1;1;1;1
AT5G50100;cellular organisms;1;0;1;1
AT3G06510;cellular organisms;1;1;1;1
AT3G06510;cellular organisms;1;1;1;1
AT5G05690;cellular organisms;1;1;1;1
AT5G05690;cellular organisms;1;1;1;1
AT5G05690;cellular organisms;1;1;1;1
AT2G26210;cellular organisms;1;1;1;1
AT2G26210;cellular organisms;1;1;1;1
AT2G26210;cellular organisms;1;1;1;1
AT5G60670;cellular organisms;1;1;1;1
AT4G26555;cellular organisms;1;1;1;0
AT5G17990;cellular organisms;1;1;1;1
AT5G14800;cellular organisms;1;0;1;1
AT5G14800;cellular organisms;1;0;1;1
AT5G07460;cellular organisms;1;1;1;1
AT5G26751;cellular organisms;1;1;1;1
AT5G49360;cellular organisms;1;1;1;0
AT5G44720;cellular organisms;1;1;1;1
AT5G44720;cellular organisms;1;1;1;1
AT3G57560;cellular organisms;1;0;1;0
AT5G40890;cellular organisms;1;1;1;1
AT5G40890;cellular organisms;1;1;1;1
AT2G45990;cellular organisms;1;1;1;1
AT2G45990;cellular organisms;1;1;1;1
AT2G45990;cellular organisms;1;1;1;1
AT2G45990;cellular organisms;1;1;1;1
AT5G24520;cellular organisms;1;1;1;1
AT5G24520;cellular organisms;1;1;1;1
AT5G24520;cellular organisms;1;1;1;1
AT4G29010;cellular organisms;1;1;1;1
AT5G08180;cellular organisms;1;0;1;1
AT5G08180;cellular organisms;1;0;1;1
AT3G07010;cellular organisms;1;1;1;1
AT1G51500;cellular organisms;1;0;0;1
AT1G64710;cellular organisms;1;1;1;1
AT1G64710;cellular organisms;1;1;1;1
AT3G51420;cellular organisms;1;1;1;1
AT3G17510;cellular organisms;1;1;1;1
AT3G17510;cellular organisms;1;1;1;1
AT3G14990;cellular organisms;1;1;1;1
AT3G14990;cellular organisms;1;1;1;1
AT3G14990;cellular organisms;1;1;1;1
AT3G48870;cellular organisms;1;1;1;1
AT3G48870;cellular organisms;1;1;1;1
AT1G35340;cellular organisms;1;1;1;1
AT2G03550;cellular organisms;1;0;0;0
AT1G03860;cellular organisms;1;1;1;1
AT1G03860;cellular organisms;1;1;1;1
AT1G03860;cellular organisms;1;1;1;1
AT1G73530;cellular organisms;1;1;0;1
AT5G36880;cellular organisms;1;1;1;1
AT5G36880;cellular organisms;1;1;1;1
AT3G30775;cellular organisms;1;1;1;1
AT1G09430;cellular organisms;1;1;1;1
AT2G20530;cellular organisms;1;1;1;0
AT2G20530;cellular organisms;1;1;1;0
AT2G16500;cellular organisms;1;1;1;1
AT4G19210;cellular organisms;1;0;1;1
AT3G14350;cellular organisms;1;1;1;1
AT3G14350;cellular organisms;1;1;1;1
AT3G14350;cellular organisms;1;1;1;1
AT1G31800;cellular organisms;1;1;1;1
AT5G36160;cellular organisms;1;1;1;0
AT5G15450;cellular organisms;1;1;1;1
AT4G33030;cellular organisms;1;1;1;1
AT2G27450;cellular organisms;1;1;1;1
AT2G27450;cellular organisms;1;1;1;1
AT5G65270;cellular organisms;1;1;1;1
AT1G09970;cellular organisms;1;1;1;0
AT1G09970;cellular organisms;1;1;1;0
AT3G58140;cellular organisms;1;0;1;1
AT2G41250;cellular organisms;1;1;1;1
AT3G55040;cellular organisms;1;1;0;1
AT3G61130;cellular organisms;1;1;1;1
AT5G54960;cellular organisms;1;1;1;1
AT4G34200;cellular organisms;1;1;1;1
AT1G76790;cellular organisms;1;1;0;0
AT1G80750;cellular organisms;1;1;1;0
AT4G01370;cellular organisms;1;1;1;1
AT3G55410;cellular organisms;1;1;1;1
AT2G30550;cellular organisms;1;1;1;1
AT2G30550;cellular organisms;1;1;1;1
AT4G11570;cellular organisms;1;1;1;1
AT4G11570;cellular organisms;1;1;1;1
AT4G25900;cellular organisms;1;1;1;1
AT1G33470;cellular organisms;1;1;1;1
AT1G33470;cellular organisms;1;1;1;1
AT4G05530;cellular organisms;1;1;1;1
AT5G03520;cellular organisms;1;1;1;1
AT5G03520;cellular organisms;1;1;1;1
AT3G51450;cellular organisms;1;0;1;1
AT5G55070;cellular organisms;1;1;1;1
AT1G79600;cellular organisms;1;0;0;0
AT1G63610;cellular organisms;1;1;1;1
AT1G63610;cellular organisms;1;1;1;1
